shift_id,category,note
S106711,nothing_reported,ntr
S103587,relief_no_show,"aflos het nie opgedaag nie, moes aanbly"
S100408,nothing_reported,ok
S106940,colleague_absent,"Dlmini asent, took her rounds as well"
S106816,relief_no_show,no relief. stayed. someone must please sort the rooster
S100299,relief_no_show,"waited for relief, nobody came through"
S100549,client_requested,"requested by centre management for load in, signed off"
S101396,colleague_absent,"uMolefe akezanga namhlanje, ngimele yena.."
S100266,client_requested,klient het ekstra ure gevra vir stocktake
S106166,colleague_absent,"double duty today, Fourie on family responsibility leave"
S107510,colleague_absent,"covering Mahlangu post, no show no call"
S106069,equipment_failure,"gate motor failed, manned it by hand till 0h600"
S107921,client_requested,extra hours approved by client for the event setup
S100277,late_handover,shift handover delayed by 20 min
S100712,colleague_absent,adams off sick. again. covered.
S104567,nothing_reported,as per normal
S100797,nothing_reported,ok
S108503,nothing_reported,sharp
S106863,nothing_reported,no issues on site
S105139,relief_no_show,Next shift guard did not pitch. Had to cover.
S108280,colleague_absent,stood in for sibiya
S109124,client_requested,Clieent requested deep clean before the audit - approved
S106093,relief_no_show,"waited for relief, nobody came through"
S106268,nothing_reported,as per normal
S105124,relief_no_show,double shift because relief never pitched
S102948,relief_no_show,"relief only arrived six, stayed until then.."
S101081,nothing_reported,nothing to report
S105625,client_requested,"additional cover requested by site manager, signed off"
S104037,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S105960,colleague_absent,"radebe absent, took her rounds as well"
S100537,colleague_absent,Covering for Mavuso - booked off sick..
S109200,nothing_reported,ntr
S102385,colleague_absent,stood in for Naidoo
S101042,colleague_absent,"uNdlovu akezanga namhlanje, ngimele yean"
S108254,colleague_absent,Covering for Fourie - booked off siick
S106011,client_requested,"extra patrol per client email, approved by office"
S101573,colleague_absent,"uNkosi akezanga namhlanje, ngimele yeena"
S105696,colleague_absent,"uNkosi akezanga namhlanje, ngimele yena"
S103370,colleague_absent,"coovering Baloyi post, no show no call"
S100181,relief_no_show,"still on sitee, relief was suppose to come 6am"
S108268,colleague_absent,Radebe off sikc. again. cvered..
S105572,nothing_reported,fine
S103808,colleague_absent,"coverign Mavuso post, no show no call"
S101817,relief_no_show,double shift because relief never pitched
S108371,nothing_reported,.
S108540,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06h00"
S106935,client_requested,"stocktake ran over, client asked us to remain, they knnow they pay for it"
S109156,equipment_failure,"generator fault, stayed to monitor"
S100726,equipment_failure,"gate motor failed, manned it by hand till six"
S103382,relief_no_show,"waited for relief, nobody came through"
S102640,equipment_failure,"machine dowwn aggn, took twice as long"
S103033,relief_no_show,"aflos het nie opgedaag nie, moes aanbly"
S109286,client_requested,"client wanted extra man on the gate for the event, approved"
S103604,colleague_absent,stood in for Mokoena
S100052,client_requested,Client requested deep clean before the audit - approved
S107154,nothing_reported,sharp
S107291,client_requested,extra hrs approved by client for the event setup
S106495,client_requested,"client wanted extra man on the gate for the event, approved.."
S105669,nothing_reported,
S106182,nothing_reported,all quiet
S103440,equipment_failure,"generator fault, stayed to monitor.."
S100516,colleague_absent,"double duy today, adams on family responsibility leave"
S105883,nothing_reported,-
S100363,equipment_failure,"generator fault, stayed to monitor.."
S106025,unclear,"client says stay till six, dont know if office approved"
S103703,relief_no_show,doouble shift bc relief never pitched
S103757,client_requested,centre manager requested additional cover for stocktake
S101612,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102247,late_handover,"waited 20 min for handover, OB book not signed"
S109254,unclear,"client says stay till six, dont know if office approved.."
S101501,late_handover,"late handover, waiting on paperwork"
S107309,nothing_reported,no incidents
S102584,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S100200,relief_no_show,"no replacement sent, ngicela sort this out"
S103476,equipment_failure,"SCRUBBER BROKE DOWN, HAD TO DO THE FLOOR MANUALLY"
S108439,equipment_failure,"lift out of order, everything carried up stairs, took lng"
S108057,colleague_absent,"double duty today, Sithole on family responsibility leave !"
S108088,equipment_failure,"masjien is stkkend, alles met die hand geddoen"
S103864,nothing_reported,ok
S101330,nothing_reported,akukho lutho
S108094,equipment_failure,"lift out of orde,r everything carried up stairs, took long"
S108510,nothing_reported,ok
S101480,colleague_absent,stood in for Dlamini
S109289,disputed_client_request,client signed for the extra hrs but real reason is relief no show agn
S102835,relief_no_show,"relef only arrived 6am, stayed until then.."
S108064,colleague_absent,baloyi off sick. agn. covered.
S100548,colleague_absent,stood in for fourie
S105079,relief_no_show,"control room says relief coming, nobody came"
S107135,client_requested,Centre mgr requested additional cover for stocktake
S104344,colleague_absent,"Jacobs absent, took her rounds as well"
S101630,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S103170,nothing_reported,fine
S101566,nothing_reported,sharp
S102828,nothing_reported,akukho lutho
S107529,colleague_absent,"worked through, Zulu at the clinic"
S107515,nothing_reported,akukho lutho
S108864,relief_no_show,"aflos het nie opgedaag nie, moes aanbly"
S108457,late_handover,shitf handover delayed by 25 min
S106995,colleague_absent,"double duty today, Adams on family responsibility leave"
S104151,late_handover,"handover late again, keys missing"
S103790,colleague_absent,"worked through, dlamini at the clinic"
S101197,nothing_reported,ntr
S101718,nothing_reported,fine
S101587,late_handover,"late handover, waitng on paperwork"
S107156,colleague_absent,"usithole akezanga namhlanje, ngimeel yena"
S101092,nothing_reported,no issues on site
S106356,colleague_absent,"worked through, Sithole at the clinic"
S102632,colleague_absent,"uMahlangu akezanga namhlanje, ngimele yena.."
S107359,client_requested,"additional cover requested by site manager, signed off"
S102118,nothing_reported,all quiet
S108650,colleague_absent,"double duty today, Hendricks on family responsibility leave"
S105655,late_handover,"handover late agn, keys missing"
S107623,client_requested,Centre manager requested additional cover for stocktake
S108743,colleague_absent,"worked through, Mokoena at the clinic"
S100665,colleague_absent,"Molefe absent, took her rounds as well"
S103435,colleague_absent,"gedek vir Wyk, siek gemeld"
S106108,relief_no_show,RELIEF NO SHOW AGAIN
S105842,relief_no_show,"relief never arrived, stayed on till six"
S106086,client_requested,"extra patrol per client email, approved by office !"
S104859,client_requested,"extra patrol per client email, approved by office"
S107212,nothing_reported,
S103756,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104304,relief_no_show,double shift because relief never pitched
S100332,colleague_absent,"covering Zulu post, no show no call"
S102371,colleague_absent,Khumalo off sick. again. covered.
S107991,colleague_absent,Covered for Ndlovu agn - 3rd time this month
S100302,client_requested,client requested deep clean before the audit - approved
S102062,colleague_absent,"double duty today, Pillay on family responsibility leave"
S107810,late_handover,"oorhandiging was laat, gewag vir sleutels"
S106116,colleague_absent,"gedek vir Zulu, siek gemeld.."
S104043,late_handover,"waited 25 min for handover, OB book not signed"
S104333,relief_no_show,Next shift guard did not pitch. Had to cover.
S104906,equipment_failure,"machine down agn, took twice as long"
S105451,nothing_reported,all quiet
S108872,late_handover,"late handover, waiting on paperwork"
S108027,client_requested,klient het ekstra ure gevra vir stocktake
S107476,colleague_absent,"worked through, Sibiya at the clinic"
S102766,nothing_reported,.
S103672,nothing_reported,no issues on site
S105472,nothing_reported,-
S107747,equipment_failure,"machine down agn, took twice as long"
S107208,late_handover,shift handover delayed by 30 min !
S107555,late_handover,SHIFT HANDOVER DELAYED BY 40 MIN
S100891,relief_no_show,no relief. stayed. someone must please srt the roster
S106282,client_requested,"CLIENT ASKED US TO STAY FOR THE DELIVERY, OK'D BY CENTRE MGMT"
S102843,nothing_reported,as per normal
S109339,relief_no_show,double shift beacuse relief never pitched
S104674,nothing_reported,quiet shift
S102694,nothing_reported,ok
S101629,client_requested,Cetre manager requested additional cover for stocktake
S109086,nothing_reported,nothing to report
S108692,client_requested,klient het ekstra ure gevra vir stocktake
S107462,late_handover,"handover late again, keys missing"
S106103,colleague_absent,covered for molefe again - 3rd time this month
S105103,nothing_reported,-
S106879,colleague_absent,"uMavuso akezana namhlanje, ngimele yean"
S104654,late_handover,"handover late again, keys missing"
S101764,client_requested,"STOCKTAKE RAN OVER, CLIENT ASKD US TO REMAIN, THEY KNOW THEY PAY FOR IT.."
S100498,client_requested,"stocktake ran over, client asked us to remain, they know tehy pay for it"
S102011,nothing_reported,all good
S103449,client_requested,"client asked us to stay for the deliverry, ok'd by centre mgmt.."
S105682,nothing_reported,all quiet
S106607,colleague_absent,"wroked through, Mabaso at the clinic"
S102744,client_requested,Client requested deep clean before the audit - approved !
S103824,nothing_reported,nothing to report
S107616,nothing_reported,-
S106424,colleague_absent,covering for molefe - booked off sick
S106137,late_handover,"waited 45 min for handover, ob book not signed"
S102719,equipment_failure,"machine down agn, took twice as long"
S101504,colleague_absent,"took Sithole shift as well, 2 posts 1 guard"
S102874,colleague_absent,"Ngcobo didnt come in, covered the post"
S105098,client_requested,"requessted by centre management for load in, signed off"
S105180,colleague_absent,"took Baloyi shift as well, 2 posts 1 guard"
S107046,late_handover,"waited 40 min for handover, OB book not signed"
S102676,colleague_absent,"worked through, motaung at the clinic !"
S105322,client_requested,extra hours approved by client for the event setup
S107350,client_requested,Centre manager requested additional cover for stocktake
S107707,relief_no_show,no relief. stayed. someone must pls sort the roster
S106277,colleague_absent,"Fourie didnt come in, covered the post"
S108049,client_requested,"client wanted extra man on the gate for the event, approved"
S101735,nothing_reported,as per normal
S103842,colleague_absent,"took Radebe shift as well, 2 posts 1 guard"
S100398,colleague_absent,"double duty today, adams on family responsibility leave"
S100319,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108777,nothing_reported,no incidents
S106576,relief_no_show,"control room says relief coming, nobody came"
S108538,nothing_reported,nothing to report
S106370,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107336,client_requested,"client wanted extra man on the gate for the event, approved"
S106801,colleague_absent,"took Sibiya shift as well, 2 posts 1 gurad !"
S100331,late_handover,"late handover, waitting on paperwork.."
S101887,client_requested,extra hrs approved by client for the event setup..
S100525,client_requested,"requested by centre management for load in, signed off"
S102246,relief_no_show,"next shift akafikanga, ngihlale kuze kube six"
S108330,nothing_reported,ok
S105314,colleague_absent,"khumalo didnt comme in, covered the post"
S103111,client_requested,"requested by centre management for load in, signed off"
S106974,colleague_absent,covering for wyk - booked off sck
S102866,relief_no_show,"aflos het nie opgedaag nie, moes aanbly"
S101384,colleague_absent,stod in for Sithole
S106096,colleague_absent,"ufourie akezanga namhlanje, ngimele yena"
S107944,client_requested,"requested by centre management for load in, signed off"
S101166,client_requested,klient het ekstra ure gevra vir stocktake
S104424,nothing_reported,all quiet
S102408,late_handover,"wated 40 min for handover, OB book not signed"
S106818,nothing_reported,.
S107060,colleague_absent,Covered for Botha again - 3rd time this month..
S100307,client_requested,"additional cover requested by site mgr, signed off"
S103057,nothing_reported,no incidents
S106569,colleague_absent,"gedek vir Mokoena, siek gemeld.."
S100134,late_handover,"waited 20 min for handover, OB book not signed"
S100649,client_requested,Client requested deep clean before the audit - approved
S102054,client_requested,kllient het ekstra ure gevra vir stocktake
S106281,colleague_absent,Covred for Mavuso again - 3rd time this month
S105582,equipment_failure,"generator fault, stayed to monitor"
S103702,colleague_absent,stood in for Mokoena
S100773,nothing_reported,as per normal
S103475,nothing_reported,all good
S101458,colleague_absent,"COVERING MAHLANGU POST, NO SHOW NO CALL"
S108745,late_handover,"late handover, waiting on paperwork"
S108265,relief_no_show,no relief. stayed. someone mut please sort the roster
S107404,nothing_reported,
S107077,colleague_absent,stood in for Sibiya
S105755,equipment_failure,"lift out of order, everything carried up stairs, took loong"
S106286,late_handover,"late handover, waiting on paperwork"
S106440,relief_no_show,"next shift akafikanga, ngihlale kuze kube six"
S102086,nothing_reported,all quiet
S103486,colleague_absent,"worked through, Wyk at the clinic"
S103158,late_handover,"waited 25 min for handover, OB book not signed"
S102971,client_requested,extra hours approved by client for the event setup
S101051,nothing_reported,fine
S105647,client_requested,Client asked for extra patrol after the break-in Tuesday
S101820,colleague_absent,"covering Ngcobo post, no show no call"
S101768,equipment_failure,"generator fault, stayed to monitor"
S106091,colleague_absent,"worked through, mavuso at the clinic"
S105295,nothing_reported,
S107709,relief_no_show,no relief. stayed. someone must please sort the roster
S107617,late_handover,"handover lae again, keys missing"
S103039,late_handover,"waited 50 min for handover, OB book not signed"
S101609,colleague_absent,"covering Cele post, no show no call"
S109137,client_requested,extra hours approved by client for the event setup
S105287,nothing_reported,as per normal
S105958,nothing_reported,quiet shift
S109346,nothing_reported,all good
S108892,colleague_absent,"worked through, Sibiya at the clinic"
S107950,late_handover,"handover late again, keys missiing"
S108035,client_requested,"client wanted extra man on the gate for the event, approved"
S102930,client_requested,"additional cover requested by site manager, signed off"
S107017,nothing_reported,niks om te rapporteer nie
S101524,relief_no_show,"control room says relief coming, nobody camme"
S106728,relief_no_show,"nexxt shift akafikanga, ngihlale kuze kube 06h00"
S106394,client_requested,klient het ekstrra ure gevra vir stocktake
S104415,colleague_absent,Covered for Mthembu agn - 3rd time this month
S103765,client_requested,"extra patrol per client email, approved by office"
S100558,client_requested,"requested by centre management for load in, signed off"
S103614,client_requested,"additional cover requested by site manager, signed off"
S105922,colleague_absent,Covered for Wyk again - 3rd time this month..
S106407,colleague_absent,Naidoo off sick. again. covered.
S101313,nothing_reported,sharp
S106100,late_handover,"waited 50 min for handover, ob book not signed"
S101614,relief_no_show,"aflos het nie opgedaag ne, moes aanbly"
S105641,colleague_absent,"double dutty today, molefe on fmaily responsibility leave.."
S104433,equipment_failure,"lift out of order, everything carried up stairs, took long"
S100057,nothing_reported,sharp
S101497,nothing_reported,
S105204,equipment_failure,"buffer machine kaput, did the floor by hand"
S108450,client_requested,"extra patrol per client email, approved by office"
S105609,client_requested,Client asked for extra patrol after the break-in Tuesday
S100795,nothing_reported,-
S104407,relief_no_show,"relief only arrived 0600, stayed until then"
S105854,nothing_reported,ntr
S107175,nothing_reported,no incidents
S107368,unclear,"client says sttay till six, dont know if office approved"
S101748,client_requested,Centre manager requested additional cover for stocktake
S104326,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S108683,client_requested,"additional cover requested by site manager, signed off"
S105737,nothing_reported,fine
S109177,nothing_reported,ok
S107873,colleague_absent,Sibiya off sick. agn. covered.
S100114,late_handover,"waited 25 min for handover, ob book not signed"
S103831,colleague_absent,"uWyk akezanga namhlanje, ngimele yena"
S102079,nothing_reported,all good
S104665,client_requested,Client asekd for extra patrol after the break-in Tuesday
S105651,late_handover,"oorhandiging was lata, gewag vir sleutels"
S100389,equipment_failure,"masjien is stukkedn, alles met die hand gedoen.."
S107711,late_handover,SHIFT HANDOVER DELAYED BY 40 MIN
S108496,nothing_reported,no incidents
S106753,colleague_absent,"took botha shift as well, 2 posts 1 guard"
S103779,relief_no_show,"control room says relief coming, nobody came"
S105658,client_requested,Client requested deep clean befre the audit - approved
S106880,client_requested,"extra patrol per client email, approved by ofice"
S100276,late_handover,"late handover, waiting on paperwork"
S106220,client_requested,Client requested deep clean before the audit - approved
S107418,nothing_reported,all quiet
S104901,equipment_failure,"generator fault, stayed to monitor"
S107297,relief_no_show,double shift because relief never pitched
S108899,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S102709,nothing_reported,-
S107372,colleague_absent,"uNgcobo akezanga namhlanje, ngimele ynea"
S109370,relief_no_show,"still on site, relief was suppose to come 06:00"
S109272,equipment_failure,"generator fault, stayed to monitor"
S103799,relief_no_show,"relief never arrived, stayed on till 06h00"
S104108,relief_no_show,next shift guard did not pitch. had to cover..
S102977,colleague_absent,"gedek vir Mthembu, siek gemeld !"
S103868,client_requested,"requested by centre management for load in, signed off"
S107802,nothing_reported,.
S104312,nothing_reported,.
S107243,colleague_absent,"worked through, Sibiya at the clinic"
S100325,client_requested,klient het ekstra ure gevra vir stocktake
S101773,unclear,"client says stay till 06h00, dont know if office approved"
S108846,late_handover,"handover late agn, keys missing"
S101203,colleague_absent,"gedek vir Mthembu, siek gemeld"
S106597,unclear,"client says stay till 06h00, dont know if office approved"
S101888,relief_no_show,no relief. stayed. someone mut please sort the roster..
S107461,relief_no_show,"aflos het nie opgedaag nie, moes aanly"
S106344,colleague_absent,"umaluleke akezanga namhlanje, ngimele yeena"
S109397,nothing_reported,fine
S105504,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102288,client_requested,extra hrs approved by client for the event setup
S104628,colleague_absent,Covering for Adams - booked off sick
S106519,relief_no_show,no relief. stayed. someone must please sort the roster
S104644,nothing_reported,niks om te rapporteer nie
S100172,colleague_absent,"uSibiya akezanga namhlanje, ngimele yena"
S108096,relief_no_show,RELIEF NO SHOW AGAIN
S103599,late_handover,shift handover deelayed by 40 min !
S108176,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S105643,late_handover,"handover late again, keys missing"
S101740,client_requested,extra hrs approved by client for the event setup
S102995,nothing_reported,as per normal
S104319,colleague_absent,"Tshabalala absent, took her rounds as well"
S106228,client_requested,"extra patrol per client email, approved by office"
S107960,colleague_absent,"covering Naidoo post, no show no call"
S104406,late_handover,"oorhandiging was laat, gewag vir sleutels"
S103004,client_requested,"requested by centre managemennt for load in, signed off !"
S104421,equipment_failure,"scrubber broke down, had to do the floor manually"
S103392,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6.."
S101089,equipment_failure,"masjien is stukkend, ales met die hand gedoen !"
S107862,equipment_failure,"lift out of order, everything carried up stairs, took long"
S100345,colleague_absent,"uMahlangu akezanga namhlanje, ngimele yena"
S106623,colleague_absent,"double duty today, Hendricks on family responsibility leave"
S108674,unclear,"client says stay till 0600, dont know if office approved"
S108192,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104689,colleague_absent,"Maluleke didnt come in, covered the post"
S104878,colleague_absent,"double duty today, Jacobs on family responsibility leae.."
S108196,client_requested,"client wanted extra man on the gate for the event, approved !"
S107497,colleague_absent,"double duty today, Motaung on family responsibility leave"
S103401,relief_no_show,no relief. stayed. someone must please sort the roster
S100710,relief_no_show,"no replacment sent, ngicela sort this out"
S105319,colleague_absent,"double duty today, Sibiya on family responsibility leave"
S103592,relief_no_show,"relief only arrived sxi, stayed until then.."
S108446,client_requested,kliennt het ekstra ure gevra vir stocktake
S107986,client_requested,"extra patrol per client email, approved by office"
S106383,colleague_absent,"ungcobo akezanga namhlanje, ngimele yena"
S109100,client_requested,"client wanted extra man on the gate for the event, approved"
S104885,late_handover,"late handover, waiting on paperwork !"
S103044,relief_no_show,double shift bc relief never pitched
S105817,nothing_reported,ok
S103443,equipment_failure,"lift out of order, everything carried up stairs, took long"
S105267,equipment_failure,"bfufer machine kaput, did the floor by hand"
S106432,late_handover,"oorhandiging was laat, gewag vir sleutels"
S107698,relief_no_show,"no replacement sent, ngicela sort this out"
S106374,client_requested,Centre mgr requested additional cvoer for stocktake
S107985,colleague_absent,stood in for zulu
S105143,equipment_failure,"lift out of order, everything caried up stairs, took long"
S105302,colleague_absent,"double duty today, Fourie on famiy responsibility leave"
S101859,client_requested,klient het ekstra ure gevra vir stocktake
S100868,nothing_reported,ntr
S100269,relief_no_show,no relief. stayed. someone must please sort the roster
S108858,colleague_absent,"botha didnt come in, covered the post.."
S108494,unclear,"client says stay till 6, dont kow if office approved"
S100283,late_handover,"oorhandiging was laat, gewag vir sleutles !"
S108586,late_handover,"handover latte again, keys missing"
S100771,colleague_absent,Covered for Fourie again - 3rd time this month..
S105780,nothing_reported,ntr
S104883,nothing_reported,ok
S107995,colleague_absent,stood in for mabaso
S106316,client_requested,extra hrs appproved by client for the event setup
S103446,equipment_failure,"generator fault, stayed to monitor"
S100535,equipment_failure,"generator falut, stayed to monitor"
S107049,equipment_failure,"lift out of order, everything carried up stairs, took long"
S102839,relief_no_show,"aflos het nie opgedaag nie, moes aanblly"
S103610,relief_no_show,no relief. stayed. someone must please sort the roster
S104382,nothing_reported,niks om te rapporteer nie
S108357,colleague_absent,"covering Ndlovu post, no show no call"
S103685,equipment_failure,"generator fault, stayd to monitor"
S106148,late_handover,"handover late again, keys missing"
S102498,nothing_reported,ntr
S107042,colleague_absent,"covering Molefe post, no show no call"
S104646,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S101526,colleague_absent,"worked throuugh, September at the clinic"
S107967,relief_no_show,"waited for releif, nobody came through"
S107549,nothing_reported,
S105630,late_handover,shift handover delayed by 30 min
S105327,colleague_absent,Covering for Botha - booked off sick
S108130,client_requested,"additional cover requested by site mgr, signed off"
S106201,nothing_reported,-
S106899,colleague_absent,"uMokoena akezanga namhlanje, ngimele yena"
S107524,colleague_absent,"double duty today, Sibiya on family responsibility leave"
S103153,colleague_absent,"worked through, Sibiya at the clinic"
S104338,colleague_absent,"Nkosi didnt come in, covered the post"
S100724,client_requested,"client wanted extra man on the gate for the evvent, approved !"
S104648,nothing_reported,.
S104083,colleague_absent,"september absent, took her rounds as well"
S107344,late_handover,"handover late agn, keys missing"
S103612,late_handover,shift hadnover delayed by 30 min
S102378,client_requested,"client waned extra man on the gate for the event, approved"
S106888,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105165,relief_no_show,"aflos het nie opgedaga niie, moes anbly"
S105888,client_requested,klient het ekstra ure gevra vir stocktake..
S102710,colleague_absent,"tshabalala absent, took her rounds as well"
S106661,late_handover,"waited 30 min for handover, OB book not signed.."
S102302,colleague_absent,"gedek vir Adams, siek gemeld"
S107989,relief_no_show,"control room says relief comin, nobody came"
S105809,relief_no_show,"control room says relief coming, nobody came !"
S103143,colleague_absent,stood in for Baloyi
S102309,nothing_reported,all good
S107728,colleague_absent,stood in for Maluleke
S107898,relief_no_show,"relief only arrived 6am, stayed until then"
S106422,late_handover,"late handover, waiiting on paperwork"
S106283,client_requested,extra hrs approved by client for the event setup
S106415,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S106276,nothing_reported,nothing to report
S103020,colleague_absent,Botha off sick. agn. covered.
S108204,client_requested,klient het ekstra ure gevra vir stocktake
S101096,colleague_absent,"tok Botha shift as well, 2 posts 1 guard"
S105634,client_requested,"requested by centre management for load in, signed off"
S101833,colleague_absent,"uhendrciks akezanga namhlanje, ngimele yena.."
S108364,client_requested,"additional cover requested by site manager, signed off"
S103068,colleague_absent,"Wyk didnt coome in, covered the post"
S101059,colleague_absent,"WORKED THROUGH, SIBIYA AT THE CLINIC.."
S100360,equipment_failure,"gate motor failed, manned it by hand tilll 0600.."
S102441,colleague_absent,covering for maluleke - booked off sick
S105488,nothing_reported,akukho lutho
S107400,nothing_reported,all fine
S102824,relief_no_show,"control room says relief coming, nobody came"
S107235,nothing_reported,nothing to report
S106874,colleague_absent,"baloyi didnt come in, covered the post"
S106788,client_requested,"additional cover requested by site mgr, signed off"
S107521,relief_no_show,"relief only arrived 06:00, stayyed until then"
S107155,nothing_reported,quiet shift
S107308,nothing_reported,all good
S107072,relief_no_show,"still on site, relief was suppose to come six !"
S101898,colleague_absent,"Sibiya didnt come in, covered the post"
S104077,colleague_absent,"took Ngcobo shift as well, 2 posts 1 guard"
S102140,equipment_failure,"scrubber broke down, had to do the floor manually"
S106906,relief_no_show,next shift guard did not pitch. had to cover..
S106659,colleague_absent,"Wyk absent, took her rounds as well"
S108596,nothing_reported,all fine
S109349,nothing_reported,
S104858,colleague_absent,Covering for Ngcobo - booked off sick
S100523,relief_no_show,relief no show AGAIN
S104204,colleague_absent,"covering molefe post, no show no call"
S103595,colleague_absent,"umolefe akezanga namhlanje, ngimele yena"
S108047,nothing_reported,all quiet
S109308,colleague_absent,"uZulu akezanga namhlanje, ngimele yena"
S105050,colleague_absent,stood in for Pillay..
S106433,client_requested,extra hrs approved by client for the event setup
S103585,relief_no_show,no relief. stayed. someone must pls sort the roster
S100972,nothing_reported,all quiet
S102704,nothing_reported,ntr
S105748,colleague_absent,"Mavuso didnt come in, covered the post.."
S109111,nothing_reported,
S102010,late_handover,shift hanndover delayed by 30 min
S105626,colleague_absent,"covering Mahlangu post, no show no call"
S101392,late_handover,"handover late again, keys missing"
S107771,nothing_reported,-
S104924,colleague_absent,"Naidoo absent, tok her roudns as well"
S100849,nothing_reported,no issues on site
S107541,nothing_reported,fine
S103960,relief_no_show,"no replacement sent, ngicela sort this out"
S102399,colleague_absent,"worked through, Molefe at the clinic"
S104498,client_requested,"requested by centre management for load in, signed off"
S100311,relief_no_show,no relief. stayed. someone must please sort the roster..
S107355,colleague_absent,Covering for Naidoo - booked off sick..
S105207,nothing_reported,sharp
S102913,nothing_reported,quiet shift
S104834,nothing_reported,
S104231,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104030,relief_no_show,"waited for relief, nobody came through"
S100774,client_requested,Centre manager requested additional cover for stocktake
S101839,nothing_reported,quiet shift
S102944,nothing_reported,
S103411,client_requested,ceentre manager rqeuested additional cover for stocktake
S108179,colleague_absent,"Motaung didnt come in, covered the post"
S106154,late_handover,"waited 20 min for handover, ob book not signed !"
S106133,colleague_absent,stood in for Wyk
S103061,equipment_failure,"generator fault, stayed to monitor.."
S100584,relief_no_show,"still on site, reelief was suppose to come 06:00"
S101099,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105363,colleague_absent,"uJacobs akezanga namhlanje, ngimele yena"
S103710,late_handover,shift handover delayed by 20 min
S108037,equipment_failure,"lift out of order, everything carried up stairs, took long"
S105002,client_requested,Clint requsted deep clean before the audit - approved
S100043,nothing_reported,nothing to report
S102847,client_requested,etxra hrs approved by client for the event setup
S106613,nothing_reported,sharp
S105431,colleague_absent,stood in for Nkosi
S107244,late_handover,"waited 25 min for handover, OB book not signed"
S107699,nothing_reported,no incidents
S106140,nothing_reported,sharp
S106965,client_requested,"requested by centre maangement for load in, signed off"
S108481,nothing_reported,ntr
S106021,client_requested,Client asked for extra patrol after the break-in Tuesdaay
S107465,nothing_reported,fine
S104653,equipment_failure,"buffer machine kaput, did the floor by hand"
S103535,nothing_reported,all quiet
S101987,nothing_reported,quiet shift
S108585,colleague_absent,"worked through, Adams at the clinic"
S108003,colleague_absent,"covering Hendrricks post, no show no call"
S108898,colleague_absent,"ujacobs akezanga namhlanje, ngimele yena"
S100600,colleague_absent,Covering for Mavuso - booked off sick
S102555,colleague_absent,"gedek vir molefe, siek gemeld.."
S104010,colleague_absent,"took Ndlovu shift as well, 2 psots 1 guard"
S103664,nothing_reported,.
S100894,unclear,"cliennt says stay till 6, dont know if office approved.."
S109246,nothing_reported,fine
S103010,client_requested,Centre mgr requested additional cover for stocktake..
S102008,colleague_absent,"worked through, Naidoo at the clinic"
S106263,equipment_failure,"gate motor failed, manned it by hand till 06:00"
S100576,colleague_absent,Covered for Mokoena agn - 3rd time this month
S100488,nothing_reported,fine
S107977,late_handover,"late hanover, wating on paperwork"
S100274,nothing_reported,
S103348,client_requested,Centre manager requested additional cover for stocktake
S103560,nothing_reported,all good
S103409,colleague_absent,covered for khumalo again - 3rd time this month
S108084,late_handover,"late handover, waiting on paperwork"
S102102,nothing_reported,as per normal
S102296,nothing_reported,
S102234,nothing_reported,no incidents
S106403,colleague_absent,"took molefe shift as well, 2 posts 1 guard"
S102186,relief_no_show,relief no show AGAIN
S104964,unclear,"client says stay till 06h00, dont know if office approved"
S105846,colleague_absent,"Cele absent, took her rounds as well"
S108065,colleague_absent,"Jacobs didnt come in, covered the post"
S107516,nothing_reported,
S105839,late_handover,"late handover, waiting on paperwork"
S105619,nothing_reported,sharp
S102607,client_requested,extra hours approved by client for the eent setup..
S101094,nothing_reported,.
S108677,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it.."
S103485,nothing_reported,nothing to report
S102391,equipment_failure,"masjien is stukkend, alles met die hand gedoen.."
S106343,nothing_reported,ntr
S100444,nothing_reported,quiet shift
S103629,nothing_reported,quiet shift
S102490,nothing_reported,all fine
S107573,nothing_reported,-
S106955,colleague_absent,maluleke off sick. again. covered.
S102351,late_handover,"handover late again, keys missing"
S107970,colleague_absent,Covered for Fourie again - 3rd time this month
S102872,nothing_reported,.
